,Transition_From,Transition_To,Rate,Year,Race,Sex,Age_Group
443,High,High,0.5103642365478872,0–3,Other,Male,36-50
444,High,High,0.5103642365478872,0–3,White,Female,36-50
445,High,High,0.5103642365478872,0–3,Black,Female,36-50
446,High,High,0.5103642365478872,0–3,Hispanic,Female,36-50
447,High,High,0.5103642365478872,0–3,Other,Female,36-50
448,High,High,0.5103642365478872,0–3,White,Male,51+
449,High,High,0.5103642365478872,0–3,Black,Male,51+
450,High,High,0.5103642365478872,0–3,Hispanic,Male,51+
451,High,High,0.5103642365478872,0–3,Other,Male,51+
452,High,High,0.5103642365478872,0–3,White,Female,51+
453,High,High,0.5103642365478872,0–3,Black,Female,51+
454,High,High,0.5103642365478872,0–3,Hispanic,Female,51+
455,High,High,0.5103642365478872,0–3,Other,Female,51+
456,Very High,High,0.12205572547719389,0–3,White,Male,18-35
457,Very High,High,0.12205572547719389,0–3,Black,Male,18-35
458,Very High,High,0.12205572547719389,0–3,Hispanic,Male,18-35
459,Very High,High,0.12205572547719389,0–3,Other,Male,18-35
460,Very High,High,0.12205572547719389,0–3,White,Female,18-35
461,Very High,High,0.12205572547719389,0–3,Black,Female,18-35
462,Very High,High,0.12205572547719389,0–3,Hispanic,Female,18-35
463,Very High,High,0.12205572547719389,0–3,Other,Female,18-35
464,Very High,High,0.12205572547719389,0–3,White,Male,36-50
465,Very High,High,0.12205572547719389,0–3,Black,Male,36-50
466,Very High,High,0.12205572547719389,0–3,Hispanic,Male,36-50
467,Very High,High,0.12205572547719389,0–3,Other,Male,36-50
468,Very High,High,0.12205572547719389,0–3,White,Female,36-50
469,Very High,High,0.12205572547719389,0–3,Black,Female,36-50
470,Very High,High,0.12205572547719389,0–3,Hispanic,Female,36-50
471,Very High,High,0.12205572547719389,0–3,Other,Female,36-50
472,Very High,High,0.12205572547719389,0–3,White,Male,51+
473,Very High,High,0.12205572547719389,0–3,Black,Male,51+
474,Very High,High,0.12205572547719389,0–3,Hispanic,Male,51+
475,Very High,High,0.12205572547719389,0–3,Other,Male,51+
476,Very High,High,0.12205572547719389,0–3,White,Female,51+
477,Very High,High,0.12205572547719389,0–3,Black,Female,51+
478,Very High,High,0.12205572547719389,0–3,Hispanic,Female,51+
479,Very High,High,0.12205572547719389,0–3,Other,Female,51+
480,Abs,Very High,0.003108385526405055,0–3,White,Male,18-35
481,Abs,Very High,0.003108385526405055,0–3,Black,Male,18-35
482,Abs,Very High,0.003108385526405055,0–3,Hispanic,Male,18-35
483,Abs,Very High,0.003108385526405055,0–3,Other,Male,18-35
484,Abs,Very High,0.003108385526405055,0–3,White,Female,18-35
485,Abs,Very High,0.003108385526405055,0–3,Black,Female,18-35
486,Abs,Very High,0.003108385526405055,0–3,Hispanic,Female,18-35
487,Abs,Very High,0.003108385526405055,0–3,Other,Female,18-35
488,Abs,Very High,0.003108385526405055,0–3,White,Male,36-50
489,Abs,Very High,0.003108385526405055,0–3,Black,Male,36-50
490,Abs,Very High,0.003108385526405055,0–3,Hispanic,Male,36-50
491,Abs,Very High,0.003108385526405055,0–3,Other,Male,36-50
492,Abs,Very High,0.003108385526405055,0–3,White,Female,36-50
493,Abs,Very High,0.003108385526405055,0–3,Black,Female,36-50
494,Abs,Very High,0.003108385526405055,0–3,Hispanic,Female,36-50
495,Abs,Very High,0.003108385526405055,0–3,Other,Female,36-50
496,Abs,Very High,0.003108385526405055,0–3,White,Male,51+
497,Abs,Very High,0.003108385526405055,0–3,Black,Male,51+
498,Abs,Very High,0.003108385526405055,0–3,Hispanic,Male,51+
499,Abs,Very High,0.003108385526405055,0–3,Other,Male,51+
500,Abs,Very High,0.003108385526405055,0–3,White,Female,51+
501,Abs,Very High,0.003108385526405055,0–3,Black,Female,51+
502,Abs,Very High,0.003108385526405055,0–3,Hispanic,Female,51+
503,Abs,Very High,0.003108385526405055,0–3,Other,Female,51+
504,Low,Very High,0.026847073047392762,0–3,White,Male,18-35
505,Low,Very High,0.026847073047392762,0–3,Black,Male,18-35
506,Low,Very High,0.026847073047392762,0–3,Hispanic,Male,18-35
507,Low,Very High,0.026847073047392762,0–3,Other,Male,18-35
508,Low,Very High,0.026847073047392762,0–3,White,Female,18-35
509,Low,Very High,0.026847073047392762,0–3,Black,Female,18-35
510,Low,Very High,0.026847073047392762,0–3,Hispanic,Female,18-35
511,Low,Very High,0.026847073047392762,0–3,Other,Female,18-35
512,Low,Very High,0.026847073047392762,0–3,White,Male,36-50
513,Low,Very High,0.026847073047392762,0–3,Black,Male,36-50
514,Low,Very High,0.026847073047392762,0–3,Hispanic,Male,36-50
515,Low,Very High,0.026847073047392762,0–3,Other,Male,36-50
516,Low,Very High,0.026847073047392762,0–3,White,Female,36-50
517,Low,Very High,0.026847073047392762,0–3,Black,Female,36-50
518,Low,Very High,0.026847073047392762,0–3,Hispanic,Female,36-50
519,Low,Very High,0.026847073047392762,0–3,Other,Female,36-50
520,Low,Very High,0.026847073047392762,0–3,White,Male,51+
521,Low,Very High,0.026847073047392762,0–3,Black,Male,51+
522,Low,Very High,0.026847073047392762,0–3,Hispanic,Male,51+
523,Low,Very High,0.026847073047392762,0–3,Other,Male,51+
524,Low,Very High,0.026847073047392762,0–3,White,Female,51+
525,Low,Very High,0.026847073047392762,0–3,Black,Female,51+
526,Low,Very High,0.026847073047392762,0–3,Hispanic,Female,51+
527,Low,Very High,0.026847073047392762,0–3,Other,Female,51+
528,Med,Very High,0.00476772617903715,0–3,White,Male,18-35
529,Med,Very High,0.00476772617903715,0–3,Black,Male,18-35
530,Med,Very High,0.00476772617903715,0–3,Hispanic,Male,18-35
531,Med,Very High,0.00476772617903715,0–3,Other,Male,18-35
532,Med,Very High,0.00476772617903715,0–3,White,Female,18-35
533,Med,Very High,0.00476772617903715,0–3,Black,Female,18-35
534,Med,Very High,0.00476772617903715,0–3,Hispanic,Female,18-35
535,Med,Very High,0.00476772617903715,0–3,Other,Female,18-35
536,Med,Very High,0.00476772617903715,0–3,White,Male,36-50
537,Med,Very High,0.00476772617903715,0–3,Black,Male,36-50
538,Med,Very High,0.00476772617903715,0–3,Hispanic,Male,36-50
539,Med,Very High,0.00476772617903715,0–3,Other,Male,36-50
540,Med,Very High,0.00476772617903715,0–3,White,Female,36-50
541,Med,Very High,0.00476772617903715,0–3,Black,Female,36-50
542,Med,Very High,0.00476772617903715,0–3,Hispanic,Female,36-50
543,Med,Very High,0.00476772617903715,0–3,Other,Female,36-50
544,Med,Very High,0.00476772617903715,0–3,White,Male,51+
545,Med,Very High,0.00476772617903715,0–3,Black,Male,51+
546,Med,Very High,0.00476772617903715,0–3,Hispanic,Male,51+
547,Med,Very High,0.00476772617903715,0–3,Other,Male,51+
548,Med,Very High,0.00476772617903715,0–3,White,Female,51+
549,Med,Very High,0.00476772617903715,0–3,Black,Female,51+
550,Med,Very High,0.00476772617903715,0–3,Hispanic,Female,51+
551,Med,Very High,0.00476772617903715,0–3,Other,Female,51+
552,High,Very High,0.22248816495403628,0–3,White,Male,18-35
553,High,Very High,0.22248816495403628,0–3,Black,Male,18-35
554,High,Very High,0.22248816495403628,0–3,Hispanic,Male,18-35
555,High,Very High,0.22248816495403628,0–3,Other,Male,18-35
556,High,Very High,0.22248816495403628,0–3,White,Female,18-35
557,High,Very High,0.22248816495403628,0–3,Black,Female,18-35
558,High,Very High,0.22248816495403628,0–3,Hispanic,Female,18-35
559,High,Very High,0.22248816495403628,0–3,Other,Female,18-35
560,High,Very High,0.22248816495403628,0–3,White,Male,36-50
561,High,Very High,0.22248816495403628,0–3,Black,Male,36-50
562,High,Very High,0.22248816495403628,0–3,Hispanic,Male,36-50
563,High,Very High,0.22248816495403628,0–3,Other,Male,36-50
564,High,Very High,0.22248816495403628,0–3,White,Female,36-50
565,High,Very High,0.22248816495403628,0–3,Black,Female,36-50
566,High,Very High,0.22248816495403628,0–3,Hispanic,Female,36-50
567,High,Very High,0.22248816495403628,0–3,Other,Female,36-50
568,High,Very High,0.22248816495403628,0–3,White,Male,51+
569,High,Very High,0.22248816495403628,0–3,Black,Male,51+
570,High,Very High,0.22248816495403628,0–3,Hispanic,Male,51+
571,High,Very High,0.22248816495403628,0–3,Other,Male,51+
572,High,Very High,0.22248816495403628,0–3,White,Female,51+
573,High,Very High,0.22248816495403628,0–3,Black,Female,51+
574,High,Very High,0.22248816495403628,0–3,Hispanic,Female,51+
575,High,Very High,0.22248816495403628,0–3,Other,Female,51+
576,Very High,Very High,0.6309246154521303,0–3,White,Male,18-35
577,Very High,Very High,0.6309246154521303,0–3,Black,Male,18-35
578,Very High,Very High,0.6309246154521303,0–3,Hispanic,Male,18-35
579,Very High,Very High,0.6309246154521303,0–3,Other,Male,18-35
580,Very High,Very High,0.6309246154521303,0–3,White,Female,18-35
581,Very High,Very High,0.6309246154521303,0–3,Black,Female,18-35
582,Very High,Very High,0.6309246154521303,0–3,Hispanic,Female,18-35
583,Very High,Very High,0.6309246154521303,0–3,Other,Female,18-35
584,Very High,Very High,0.6309246154521303,0–3,White,Male,36-50
585,Very High,Very High,0.6309246154521303,0–3,Black,Male,36-50
586,Very High,Very High,0.6309246154521303,0–3,Hispanic,Male,36-50
587,Very High,Very High,0.6309246154521303,0–3,Other,Male,36-50
588,Very High,Very High,0.6309246154521303,0–3,White,Female,36-50
589,Very High,Very High,0.6309246154521303,0–3,Black,Female,36-50
590,Very High,Very High,0.6309246154521303,0–3,Hispanic,Female,36-50
591,Very High,Very High,0.6309246154521303,0–3,Other,Female,36-50
592,Very High,Very High,0.6309246154521303,0–3,White,Male,51+
593,Very High,Very High,0.6309246154521303,0–3,Black,Male,51+
594,Very High,Very High,0.6309246154521303,0–3,Hispanic,Male,51+
595,Very High,Very High,0.6309246154521303,0–3,Other,Male,51+
596,Very High,Very High,0.6309246154521303,0–3,White,Female,51+
597,Very High,Very High,0.6309246154521303,0–3,Black,Female,51+
598,Very High,Very High,0.6309246154521303,0–3,Hispanic,Female,51+
599,Very High,Very High,0.6309246154521303,0–3,Other,Female,51+
600,Abs,Abs,0.9318185377607843,3–8,White,Male,18-35
601,Abs,Abs,0.9318185377607843,3–8,Black,Male,18-35
602,Abs,Abs,0.9318185377607843,3–8,Hispanic,Male,18-35
603,Abs,Abs,0.9318185377607843,3–8,Other,Male,18-35
604,Abs,Abs,0.9318185377607843,3–8,White,Female,18-35
605,Abs,Abs,0.9318185377607843,3–8,Black,Female,18-35
606,Abs,Abs,0.9318185377607843,3–8,Hispanic,Female,18-35
607,Abs,Abs,0.9318185377607843,3–8,Other,Female,18-35
608,Abs,Abs,0.9318185377607843,3–8,White,Male,36-50
609,Abs,Abs,0.9318185377607843,3–8,Black,Male,36-50
610,Abs,Abs,0.9318185377607843,3–8,Hispanic,Male,36-50
611,Abs,Abs,0.9318185377607843,3–8,Other,Male,36-50
612,Abs,Abs,0.9318185377607843,3–8,White,Female,36-50
613,Abs,Abs,0.9318185377607843,3–8,Black,Female,36-50
614,Abs,Abs,0.9318185377607843,3–8,Hispanic,Female,36-50
615,Abs,Abs,0.9318185377607843,3–8,Other,Female,36-50
616,Abs,Abs,0.9318185377607843,3–8,White,Male,51+
617,Abs,Abs,0.9318185377607843,3–8,Black,Male,51+
618,Abs,Abs,0.9318185377607843,3–8,Hispanic,Male,51+
619,Abs,Abs,0.9318185377607843,3–8,Other,Male,51+
620,Abs,Abs,0.9318185377607843,3–8,White,Female,51+
621,Abs,Abs,0.9318185377607843,3–8,Black,Female,51+
622,Abs,Abs,0.9318185377607843,3–8,Hispanic,Female,51+
623,Abs,Abs,0.9318185377607843,3–8,Other,Female,51+
624,Low,Abs,0.06894932032652808,3–8,White,Male,18-35
625,Low,Abs,0.06894932032652808,3–8,Black,Male,18-35
626,Low,Abs,0.06894932032652808,3–8,Hispanic,Male,18-35
627,Low,Abs,0.06894932032652808,3–8,Other,Male,18-35
628,Low,Abs,0.06894932032652808,3–8,White,Female,18-35
629,Low,Abs,0.06894932032652808,3–8,Black,Female,18-35
630,Low,Abs,0.06894932032652808,3–8,Hispanic,Female,18-35
631,Low,Abs,0.06894932032652808,3–8,Other,Female,18-35
632,Low,Abs,0.06894932032652808,3–8,White,Male,36-50
633,Low,Abs,0.06894932032652808,3–8,Black,Male,36-50
634,Low,Abs,0.06894932032652808,3–8,Hispanic,Male,36-50
635,Low,Abs,0.06894932032652808,3–8,Other,Male,36-50
636,Low,Abs,0.06894932032652808,3–8,White,Female,36-50
637,Low,Abs,0.06894932032652808,3–8,Black,Female,36-50
638,Low,Abs,0.06894932032652808,3–8,Hispanic,Female,36-50
639,Low,Abs,0.06894932032652808,3–8,Other,Female,36-50
640,Low,Abs,0.06894932032652808,3–8,White,Male,51+
641,Low,Abs,0.06894932032652808,3–8,Black,Male,51+
642,Low,Abs,0.06894932032652808,3–8,Hispanic,Male,51+
643,Low,Abs,0.06894932032652808,3–8,Other,Male,51+
644,Low,Abs,0.06894932032652808,3–8,White,Female,51+
645,Low,Abs,0.06894932032652808,3–8,Black,Female,51+
646,Low,Abs,0.06894932032652808,3–8,Hispanic,Female,51+
647,Low,Abs,0.06894932032652808,3–8,Other,Female,51+
648,Med,Abs,0.01244764580188013,3–8,White,Male,18-35
649,Med,Abs,0.01244764580188013,3–8,Black,Male,18-35
650,Med,Abs,0.01244764580188013,3–8,Hispanic,Male,18-35
651,Med,Abs,0.01244764580188013,3–8,Other,Male,18-35
652,Med,Abs,0.01244764580188013,3–8,White,Female,18-35
653,Med,Abs,0.01244764580188013,3–8,Black,Female,18-35
654,Med,Abs,0.01244764580188013,3–8,Hispanic,Female,18-35
655,Med,Abs,0.01244764580188013,3–8,Other,Female,18-35
656,Med,Abs,0.01244764580188013,3–8,White,Male,36-50
657,Med,Abs,0.01244764580188013,3–8,Black,Male,36-50
658,Med,Abs,0.01244764580188013,3–8,Hispanic,Male,36-50
659,Med,Abs,0.01244764580188013,3–8,Other,Male,36-50
660,Med,Abs,0.01244764580188013,3–8,White,Female,36-50
661,Med,Abs,0.01244764580188013,3–8,Black,Female,36-50
662,Med,Abs,0.01244764580188013,3–8,Hispanic,Female,36-50
663,Med,Abs,0.01244764580188013,3–8,Other,Female,36-50
664,Med,Abs,0.01244764580188013,3–8,White,Male,51+
665,Med,Abs,0.01244764580188013,3–8,Black,Male,51+
666,Med,Abs,0.01244764580188013,3–8,Hispanic,Male,51+
667,Med,Abs,0.01244764580188013,3–8,Other,Male,51+
668,Med,Abs,0.01244764580188013,3–8,White,Female,51+
669,Med,Abs,0.01244764580188013,3–8,Black,Female,51+
670,Med,Abs,0.01244764580188013,3–8,Hispanic,Female,51+
671,Med,Abs,0.01244764580188013,3–8,Other,Female,51+
672,High,Abs,0.06208787471898808,3–8,White,Male,18-35
673,High,Abs,0.06208787471898808,3–8,Black,Male,18-35
674,High,Abs,0.06208787471898808,3–8,Hispanic,Male,18-35
675,High,Abs,0.06208787471898808,3–8,Other,Male,18-35
676,High,Abs,0.06208787471898808,3–8,White,Female,18-35
677,High,Abs,0.06208787471898808,3–8,Black,Female,18-35
678,High,Abs,0.06208787471898808,3–8,Hispanic,Female,18-35
679,High,Abs,0.06208787471898808,3–8,Other,Female,18-35
680,High,Abs,0.06208787471898808,3–8,White,Male,36-50
681,High,Abs,0.06208787471898808,3–8,Black,Male,36-50
682,High,Abs,0.06208787471898808,3–8,Hispanic,Male,36-50
683,High,Abs,0.06208787471898808,3–8,Other,Male,36-50
684,High,Abs,0.06208787471898808,3–8,White,Female,36-50
685,High,Abs,0.06208787471898808,3–8,Black,Female,36-50
686,High,Abs,0.06208787471898808,3–8,Hispanic,Female,36-50
687,High,Abs,0.06208787471898808,3–8,Other,Female,36-50
688,High,Abs,0.06208787471898808,3–8,White,Male,51+
689,High,Abs,0.06208787471898808,3–8,Black,Male,51+
690,High,Abs,0.06208787471898808,3–8,Hispanic,Male,51+
691,High,Abs,0.06208787471898808,3–8,Other,Male,51+
692,High,Abs,0.06208787471898808,3–8,White,Female,51+
693,High,Abs,0.06208787471898808,3–8,Black,Female,51+
694,High,Abs,0.06208787471898808,3–8,Hispanic,Female,51+
695,High,Abs,0.06208787471898808,3–8,Other,Female,51+
696,Very High,Abs,0.1220228112430286,3–8,White,Male,18-35
697,Very High,Abs,0.1220228112430286,3–8,Black,Male,18-35
698,Very High,Abs,0.1220228112430286,3–8,Hispanic,Male,18-35
699,Very High,Abs,0.1220228112430286,3–8,Other,Male,18-35
700,Very High,Abs,0.1220228112430286,3–8,White,Female,18-35
701,Very High,Abs,0.1220228112430286,3–8,Black,Female,18-35
702,Very High,Abs,0.1220228112430286,3–8,Hispanic,Female,18-35
703,Very High,Abs,0.1220228112430286,3–8,Other,Female,18-35
704,Very High,Abs,0.1220228112430286,3–8,White,Male,36-50
705,Very High,Abs,0.1220228112430286,3–8,Black,Male,36-50
706,Very High,Abs,0.1220228112430286,3–8,Hispanic,Male,36-50
707,Very High,Abs,0.1220228112430286,3–8,Other,Male,36-50
708,Very High,Abs,0.1220228112430286,3–8,White,Female,36-50
709,Very High,Abs,0.1220228112430286,3–8,Black,Female,36-50
710,Very High,Abs,0.1220228112430286,3–8,Hispanic,Female,36-50
711,Very High,Abs,0.1220228112430286,3–8,Other,Female,36-50
712,Very High,Abs,0.1220228112430286,3–8,White,Male,51+
713,Very High,Abs,0.1220228112430286,3–8,Black,Male,51+
714,Very High,Abs,0.1220228112430286,3–8,Hispanic,Male,51+
715,Very High,Abs,0.1220228112430286,3–8,Other,Male,51+
716,Very High,Abs,0.1220228112430286,3–8,White,Female,51+
717,Very High,Abs,0.1220228112430286,3–8,Black,Female,51+
718,Very High,Abs,0.1220228112430286,3–8,Hispanic,Female,51+
719,Very High,Abs,0.1220228112430286,3–8,Other,Female,51+
720,Abs,Low,0.04828146368720491,3–8,White,Male,18-35
721,Abs,Low,0.04828146368720491,3–8,Black,Male,18-35
722,Abs,Low,0.04828146368720491,3–8,Hispanic,Male,18-35
723,Abs,Low,0.04828146368720491,3–8,Other,Male,18-35
724,Abs,Low,0.04828146368720491,3–8,White,Female,18-35
725,Abs,Low,0.04828146368720491,3–8,Black,Female,18-35
726,Abs,Low,0.04828146368720491,3–8,Hispanic,Female,18-35
727,Abs,Low,0.04828146368720491,3–8,Other,Female,18-35
728,Abs,Low,0.04828146368720491,3–8,White,Male,36-50
729,Abs,Low,0.04828146368720491,3–8,Black,Male,36-50
730,Abs,Low,0.04828146368720491,3–8,Hispanic,Male,36-50
731,Abs,Low,0.04828146368720491,3–8,Other,Male,36-50
732,Abs,Low,0.04828146368720491,3–8,White,Female,36-50
733,Abs,Low,0.04828146368720491,3–8,Black,Female,36-50
734,Abs,Low,0.04828146368720491,3–8,Hispanic,Female,36-50
735,Abs,Low,0.04828146368720491,3–8,Other,Female,36-50
736,Abs,Low,0.04828146368720491,3–8,White,Male,51+
737,Abs,Low,0.04828146368720491,3–8,Black,Male,51+
738,Abs,Low,0.04828146368720491,3–8,Hispanic,Male,51+
739,Abs,Low,0.04828146368720491,3–8,Other,Male,51+
740,Abs,Low,0.04828146368720491,3–8,White,Female,51+
741,Abs,Low,0.04828146368720491,3–8,Black,Female,51+
742,Abs,Low,0.04828146368720491,3–8,Hispanic,Female,51+
743,Abs,Low,0.04828146368720491,3–8,Other,Female,51+
744,Low,Low,0.800635213013678,3–8,White,Male,18-35
745,Low,Low,0.800635213013678,3–8,Black,Male,18-35
746,Low,Low,0.800635213013678,3–8,Hispanic,Male,18-35
747,Low,Low,0.800635213013678,3–8,Other,Male,18-35
748,Low,Low,0.800635213013678,3–8,White,Female,18-35
749,Low,Low,0.800635213013678,3–8,Black,Female,18-35
750,Low,Low,0.800635213013678,3–8,Hispanic,Female,18-35
751,Low,Low,0.800635213013678,3–8,Other,Female,18-35
752,Low,Low,0.800635213013678,3–8,White,Male,36-50
753,Low,Low,0.800635213013678,3–8,Black,Male,36-50
754,Low,Low,0.800635213013678,3–8,Hispanic,Male,36-50
755,Low,Low,0.800635213013678,3–8,Other,Male,36-50
756,Low,Low,0.800635213013678,3–8,White,Female,36-50
757,Low,Low,0.800635213013678,3–8,Black,Female,36-50
758,Low,Low,0.800635213013678,3–8,Hispanic,Female,36-50
759,Low,Low,0.800635213013678,3–8,Other,Female,36-50
760,Low,Low,0.800635213013678,3–8,White,Male,51+
761,Low,Low,0.800635213013678,3–8,Black,Male,51+
762,Low,Low,0.800635213013678,3–8,Hispanic,Male,51+
763,Low,Low,0.800635213013678,3–8,Other,Male,51+
764,Low,Low,0.800635213013678,3–8,White,Female,51+
765,Low,Low,0.800635213013678,3–8,Black,Female,51+
766,Low,Low,0.800635213013678,3–8,Hispanic,Female,51+
767,Low,Low,0.800635213013678,3–8,Other,Female,51+
768,Med,Low,0.2627876230689423,3–8,White,Male,18-35
769,Med,Low,0.2627876230689423,3–8,Black,Male,18-35
770,Med,Low,0.2627876230689423,3–8,Hispanic,Male,18-35
771,Med,Low,0.2627876230689423,3–8,Other,Male,18-35
772,Med,Low,0.2627876230689423,3–8,White,Female,18-35
773,Med,Low,0.2627876230689423,3–8,Black,Female,18-35
774,Med,Low,0.2627876230689423,3–8,Hispanic,Female,18-35
775,Med,Low,0.2627876230689423,3–8,Other,Female,18-35
776,Med,Low,0.2627876230689423,3–8,White,Male,36-50
777,Med,Low,0.2627876230689423,3–8,Black,Male,36-50
778,Med,Low,0.2627876230689423,3–8,Hispanic,Male,36-50
779,Med,Low,0.2627876230689423,3–8,Other,Male,36-50
780,Med,Low,0.2627876230689423,3–8,White,Female,36-50
781,Med,Low,0.2627876230689423,3–8,Black,Female,36-50
782,Med,Low,0.2627876230689423,3–8,Hispanic,Female,36-50
783,Med,Low,0.2627876230689423,3–8,Other,Female,36-50
784,Med,Low,0.2627876230689423,3–8,White,Male,51+
785,Med,Low,0.2627876230689423,3–8,Black,Male,51+
786,Med,Low,0.2627876230689423,3–8,Hispanic,Male,51+
787,Med,Low,0.2627876230689423,3–8,Other,Male,51+
788,Med,Low,0.2627876230689423,3–8,White,Female,51+
789,Med,Low,0.2627876230689423,3–8,Black,Female,51+
790,Med,Low,0.2627876230689423,3–8,Hispanic,Female,51+
791,Med,Low,0.2627876230689423,3–8,Other,Female,51+
792,High,Low,0.07245447794335629,3–8,White,Male,18-35
793,High,Low,0.07245447794335629,3–8,Black,Male,18-35
794,High,Low,0.07245447794335629,3–8,Hispanic,Male,18-35
795,High,Low,0.07245447794335629,3–8,Other,Male,18-35
796,High,Low,0.07245447794335629,3–8,White,Female,18-35
797,High,Low,0.07245447794335629,3–8,Black,Female,18-35
798,High,Low,0.07245447794335629,3–8,Hispanic,Female,18-35
799,High,Low,0.07245447794335629,3–8,Other,Female,18-35
800,High,Low,0.07245447794335629,3–8,White,Male,36-50
801,High,Low,0.07245447794335629,3–8,Black,Male,36-50
802,High,Low,0.07245447794335629,3–8,Hispanic,Male,36-50
803,High,Low,0.07245447794335629,3–8,Other,Male,36-50
804,High,Low,0.07245447794335629,3–8,White,Female,36-50
805,High,Low,0.07245447794335629,3–8,Black,Female,36-50
806,High,Low,0.07245447794335629,3–8,Hispanic,Female,36-50
807,High,Low,0.07245447794335629,3–8,Other,Female,36-50
808,High,Low,0.07245447794335629,3–8,White,Male,51+
809,High,Low,0.07245447794335629,3–8,Black,Male,51+
810,High,Low,0.07245447794335629,3–8,Hispanic,Male,51+
811,High,Low,0.07245447794335629,3–8,Other,Male,51+
812,High,Low,0.07245447794335629,3–8,White,Female,51+
813,High,Low,0.07245447794335629,3–8,Black,Female,51+
814,High,Low,0.07245447794335629,3–8,Hispanic,Female,51+
815,High,Low,0.07245447794335629,3–8,Other,Female,51+
816,Very High,Low,0.03123783038393883,3–8,White,Male,18-35
817,Very High,Low,0.03123783038393883,3–8,Black,Male,18-35
818,Very High,Low,0.03123783038393883,3–8,Hispanic,Male,18-35
819,Very High,Low,0.03123783038393883,3–8,Other,Male,18-35
820,Very High,Low,0.03123783038393883,3–8,White,Female,18-35
821,Very High,Low,0.03123783038393883,3–8,Black,Female,18-35
822,Very High,Low,0.03123783038393883,3–8,Hispanic,Female,18-35
823,Very High,Low,0.03123783038393883,3–8,Other,Female,18-35
824,Very High,Low,0.03123783038393883,3–8,White,Male,36-50
825,Very High,Low,0.03123783038393883,3–8,Black,Male,36-50
826,Very High,Low,0.03123783038393883,3–8,Hispanic,Male,36-50
827,Very High,Low,0.03123783038393883,3–8,Other,Male,36-50
828,Very High,Low,0.03123783038393883,3–8,White,Female,36-50
829,Very High,Low,0.03123783038393883,3–8,Black,Female,36-50
830,Very High,Low,0.03123783038393883,3–8,Hispanic,Female,36-50
831,Very High,Low,0.03123783038393883,3–8,Other,Female,36-50
832,Very High,Low,0.03123783038393883,3–8,White,Male,51+
833,Very High,Low,0.03123783038393883,3–8,Black,Male,51+
834,Very High,Low,0.03123783038393883,3–8,Hispanic,Male,51+
835,Very High,Low,0.03123783038393883,3–8,Other,Male,51+
836,Very High,Low,0.03123783038393883,3–8,White,Female,51+
837,Very High,Low,0.03123783038393883,3–8,Black,Female,51+
838,Very High,Low,0.03123783038393883,3–8,Hispanic,Female,51+
839,Very High,Low,0.03123783038393883,3–8,Other,Female,51+
840,Abs,Med,0.00989999994635582,3–8,White,Male,18-35
841,Abs,Med,0.00989999994635582,3–8,Black,Male,18-35
842,Abs,Med,0.00989999994635582,3–8,Hispanic,Male,18-35
843,Abs,Med,0.00989999994635582,3–8,Other,Male,18-35
844,Abs,Med,0.00989999994635582,3–8,White,Female,18-35
845,Abs,Med,0.00989999994635582,3–8,Black,Female,18-35
846,Abs,Med,0.00989999994635582,3–8,Hispanic,Female,18-35
847,Abs,Med,0.00989999994635582,3–8,Other,Female,18-35
848,Abs,Med,0.00989999994635582,3–8,White,Male,36-50
849,Abs,Med,0.00989999994635582,3–8,Black,Male,36-50
850,Abs,Med,0.00989999994635582,3–8,Hispanic,Male,36-50
851,Abs,Med,0.00989999994635582,3–8,Other,Male,36-50
852,Abs,Med,0.00989999994635582,3–8,White,Female,36-50
853,Abs,Med,0.00989999994635582,3–8,Black,Female,36-50
854,Abs,Med,0.00989999994635582,3–8,Hispanic,Female,36-50
855,Abs,Med,0.00989999994635582,3–8,Other,Female,36-50
856,Abs,Med,0.00989999994635582,3–8,White,Male,51+
857,Abs,Med,0.00989999994635582,3–8,Black,Male,51+
858,Abs,Med,0.00989999994635582,3–8,Hispanic,Male,51+
859,Abs,Med,0.00989999994635582,3–8,Other,Male,51+
860,Abs,Med,0.00989999994635582,3–8,White,Female,51+
861,Abs,Med,0.00989999994635582,3–8,Black,Female,51+
862,Abs,Med,0.00989999994635582,3–8,Hispanic,Female,51+
863,Abs,Med,0.00989999994635582,3–8,Other,Female,51+
864,Low,Med,0.009999999776482584,3–8,White,Male,18-35
865,Low,Med,0.009999999776482584,3–8,Black,Male,18-35
866,Low,Med,0.009999999776482584,3–8,Hispanic,Male,18-35
867,Low,Med,0.009999999776482584,3–8,Other,Male,18-35
868,Low,Med,0.009999999776482584,3–8,White,Female,18-35
869,Low,Med,0.009999999776482584,3–8,Black,Female,18-35
870,Low,Med,0.009999999776482584,3–8,Hispanic,Female,18-35
871,Low,Med,0.009999999776482584,3–8,Other,Female,18-35
872,Low,Med,0.009999999776482584,3–8,White,Male,36-50
873,Low,Med,0.009999999776482584,3–8,Black,Male,36-50
874,Low,Med,0.009999999776482584,3–8,Hispanic,Male,36-50
875,Low,Med,0.009999999776482584,3–8,Other,Male,36-50
876,Low,Med,0.009999999776482584,3–8,White,Female,36-50
877,Low,Med,0.009999999776482584,3–8,Black,Female,36-50
878,Low,Med,0.009999999776482584,3–8,Hispanic,Female,36-50
879,Low,Med,0.009999999776482584,3–8,Other,Female,36-50
880,Low,Med,0.009999999776482584,3–8,White,Male,51+
881,Low,Med,0.009999999776482584,3–8,Black,Male,51+
